Year,Eventnumber,Reporteddate,Incidentoperationalarea,Gridreference(confirmed),Waterenvironmentimpactlevel,Incidentcounty,Incidentdistrict,Value
2021,1995681,21/09/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SP0924468472,Category4(NoImpact),WarwickshireCounty,Stratford-On-AvonDistrict,443
2021,1996091,22/09/2021,Yorkshire,SK4634297994,Category4(NoImpact),,RotherhamDistrict,444
2021,1996145,22/09/2021,CumbriaandLancashire,SD5236390529,Category2(Significant),CumbriaCounty,SouthLakelandDistrict,445
2021,1996334,22/09/2021,Thames,SU7396049029,Category4(NoImpact),HampshireCounty,HartDistrict,446
2021,1996402,22/09/2021,"EastAnglia(Essex,NorfolkandSuffolk)",TG1657302470,Category2(Significant),NorfolkCounty,SouthNorfolkDistrict,447
2021,1996636,23/09/2021,LincolnshireandNorthamptonshire,TF3215044736,Category2(Significant),LincolnshireCounty,BostonDistrict,448
2021,1996839,23/09/2021,Yorkshire,SE8005647334,Category2(Significant),,,449
2021,1996995,24/09/2021,LincolnshireandNorthamptonshire,SK9313514297,Category2(Significant),,,450
2021,1997227,24/09/2021,EastMidlands,SK5522926210,Category2(Significant),NottinghamshireCounty,RushcliffeDistrict,451
2021,1997279,24/09/2021,CumbriaandLancashire,SD5247822156,Category2(Significant),LancashireCounty,SouthRibbleDistrict,452
2021,1997403,25/09/2021,EastAnglia(CambridgeshireandBedfordshire),TF8595004004,Category2(Significant),NorfolkCounty,BrecklandDistrict,453
2021,1997643,26/09/2021,SolentandSouthDowns,SU9387926730,Category2(Significant),WestSussexCounty,ChichesterDistrict,454
2021,1997850,27/09/2021,DevonandCornwall,SW6744430738,Category2(Significant),CornwallCounty,KerrierDistrict,455
2021,1998658,29/09/2021,"GreaterManchester,MerseysideandCheshire",SJ6955654067,Category3(Minor),CheshireCounty,CreweandNantwichDistrict,456
2021,1998911,01/10/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SJ8285245933,Category4(NoImpact),StaffordshireCounty,Newcastle-under-LymeDistrict,457
2021,1998914,01/10/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SP0598479355,Category4(NoImpact),,BirminghamDistrict,458
2021,1998922,01/10/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SP0470881274,Category4(NoImpact),,BirminghamDistrict,459
2021,1998985,01/10/2021,Yorkshire,TA0353033171,Category4(NoImpact),,,460
2021,1999031,01/10/2021,DevonandCornwall,SS8377600230,Category4(NoImpact),DevonCounty,MidDevonDistrict,461
2021,1999101,01/10/2021,Yorkshire,SE2248434776,Category4(NoImpact),,LeedsDistrict,462
2021,1999590,04/10/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SK1054750111,Category4(NoImpact),StaffordshireCounty,StaffordshireMoorlandsDistrict,463
2021,1999737,04/10/2021,NorthEast,NZ5510027300,Category1(Major),,,464
2021,1999935,05/10/2021,EastMidlands,SK5493559200,Category2(Significant),NottinghamshireCounty,MansfieldDistrict,465
2021,2000014,05/10/2021,"Kent,SouthLondonandEastSussex",TR4011969794,Category2(Significant),KentCounty,ThanetDistrict,466
2021,2000033,05/10/2021,EastAnglia(CambridgeshireandBedfordshire),TF6769020370,Category2(Significant),NorfolkCounty,King'sLynnandWestNorfolkDistrict,467
2021,2000479,06/10/2021,"Kent,SouthLondonandEastSussex",TR1886066435,Category2(Significant),KentCounty,CanterburyDistrict,468
2021,2000499,07/10/2021,EastAnglia(CambridgeshireandBedfordshire),TL2113469309,Category4(NoImpact),CambridgeshireCounty,HuntingdonshireDistrict,469
2021,2000913,08/10/2021,DevonandCornwall,SX8244874030,Category4(NoImpact),DevonCounty,TeignbridgeDistrict,470
2021,2000992,08/10/2021,Yorkshire,SE1933940858,Category4(NoImpact),,LeedsDistrict,471
2021,2000995,08/10/2021,EastMidlands,SK6557246356,Category2(Significant),NottinghamshireCounty,NewarkandSherwoodDistrict,472
2021,2001488,10/10/2021,HertfordshireandNorthLondon,TQ1917183565,Category2(Significant),,BrentLondonBorough,473
2021,2001553,10/10/2021,NorthEast,NZ2961515742,Category4(NoImpact),,,474
2021,2001902,11/10/2021,Wessex,ST6275443545,Category2(Significant),SomersetCounty,MendipDistrict,475
2021,2002214,12/10/2021,Wessex,ST2489838439,Category2(Significant),SomersetCounty,SedgemoorDistrict,476
2021,2002452,12/10/2021,"GreaterManchester,MerseysideandCheshire",SJ9025697979,Category2(Significant),,TamesideDistrict,477
2021,2002970,14/10/2021,Yorkshire,SE3113614740,Category3(Minor),,WakefieldDistrict,478
2021,2003268,15/10/2021,NorthEast,NZ2416779699,Category2(Significant),NorthumberlandCounty,CastleMorpethDistrict,479
2021,2003546,16/10/2021,"WestMidlands(Shropshire,Herefordshire,WorcestershireandGloucestershire)",SO5757294007,Category2(Significant),ShropshireCounty,BridgnorthDistrict,480
2021,2003636,17/10/2021,"GreaterManchester,MerseysideandCheshire",SJ5477997196,Category2(Significant),,StHelensDistrict,481
2021,2003691,17/10/2021,HertfordshireandNorthLondon,TQ4683986681,Category2(Significant),,RedbridgeLondonBorough,482
2021,2003753,17/10/2021,"EastAnglia(Essex,NorfolkandSuffolk)",TQ8947385222,Category1(Major),,,483
2021,2004446,20/10/2021,CumbriaandLancashire,SD5428524636,Category4(NoImpact),LancashireCounty,SouthRibbleDistrict,484
2021,2004468,20/10/2021,Yorkshire,SE4266426375,Category2(Significant),,LeedsDistrict,485
2021,2004795,21/10/2021,CumbriaandLancashire,SJ3644097689,Category3(Minor),,SeftonDistrict,486
2021,2004809,21/10/2021,Thames,SP5314704594,Category4(NoImpact),OxfordshireCounty,OxfordDistrict,487
2021,2004864,21/10/2021,NorthEast,NZ2365162385,Category4(NoImpact),,GatesheadDistrict,488
2021,2004947,21/10/2021,Yorkshire,NZ8181007753,Category2(Significant),NorthYorkshireCounty,ScarboroughDistrict,489
2021,2005191,22/10/2021,EastMidlands,SK5129859292,Category2(Significant),NottinghamshireCounty,AshfieldDistrict,490
2021,2005227,22/10/2021,SolentandSouthDowns,SU6476602818,Category4(NoImpact),,,491
2021,2005366,23/10/2021,SolentandSouthDowns,SZ8168296404,Category2(Significant),WestSussexCounty,ChichesterDistrict,492
2021,2005568,24/10/2021,CumbriaandLancashire,NX9749215475,Category2(Significant),CumbriaCounty,CopelandDistrict,493
2021,2005779,25/10/2021,"EastAnglia(Essex,NorfolkandSuffolk)",TG4097610693,Category2(Significant),NorfolkCounty,BroadlandDistrict,494
2021,2005799,25/10/2021,DevonandCornwall,ST0119111886,Category2(Significant),DevonCounty,MidDevonDistrict,495
2021,2005938,26/10/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SJ9206660455,Category3(Minor),StaffordshireCounty,StaffordshireMoorlandsDistrict,496
2021,2006442,28/10/2021,Thames,SU3487093440,Category1(Major),OxfordshireCounty,ValeofWhiteHorseDistrict,497
2021,2006469,28/10/2021,"EastAnglia(Essex,NorfolkandSuffolk)",TG4148311630,Category2(Significant),NorfolkCounty,BroadlandDistrict,498
2021,2006515,28/10/2021,SolentandSouthDowns,SU7409624235,Category2(Significant),HampshireCounty,EastHampshireDistrict,499
2021,2006839,28/10/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SJ9761100516,Category4(NoImpact),,WalsallDistrict,500
2021,2006950,29/10/2021,Yorkshire,SE7516227908,Category2(Significant),,,501
2021,2007000,29/10/2021,"WestMidlands(Shropshire,Herefordshire,WorcestershireandGloucestershire)",SO8849765066,Category2(Significant),WorcestershireCounty,WychavonDistrict,502
2021,2007122,30/10/2021,CumbriaandLancashire,SD6051907063,Category2(Significant),,WiganDistrict,503
2021,2007166,30/10/2021,Wessex,ST4871462373,Category2(Significant),,,504
2021,2007401,01/11/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SK1054750111,Category4(NoImpact),StaffordshireCounty,StaffordshireMoorlandsDistrict,505
2021,2007481,01/11/2021,Yorkshire,TA0354433168,Category4(NoImpact),,,506
2021,2007487,01/11/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SJ8285645943,Category4(NoImpact),StaffordshireCounty,Newcastle-under-LymeDistrict,507
2021,2007570,01/11/2021,"Kent,SouthLondonandEastSussex",TQ5800573166,Category4(NoImpact),KentCounty,DartfordDistrict,508
2021,2007702,01/11/2021,"Kent,SouthLondonandEastSussex",TQ2923550975,Category4(NoImpact),SurreyCounty,ReigateandBansteadDistrict,509
2021,2007995,02/11/2021,Yorkshire,NZ8120015765,Category1(Major),NorthYorkshireCounty,ScarboroughDistrict,510
2021,2008362,04/11/2021,CumbriaandLancashire,NY6184821090,Category2(Significant),CumbriaCounty,EdenDistrict,511
2021,2008399,04/11/2021,HertfordshireandNorthLondon,TL3718706857,Category2(Significant),HertfordshireCounty,BroxbourneDistrict,512
2021,2009123,06/11/2021,EastAnglia(CambridgeshireandBedfordshire),TM0695496875,Category2(Significant),NorfolkCounty,BrecklandDistrict,513
2021,2009205,06/11/2021,"GreaterManchester,MerseysideandCheshire",SJ6473475312,Category2(Significant),CheshireCounty,ValeRoyalDistrict,514
2021,2009372,07/11/2021,"GreaterManchester,MerseysideandCheshire",SJ6827873378,Category2(Significant),CheshireCounty,ValeRoyalDistrict,515
2021,2009395,07/11/2021,"EastAnglia(Essex,NorfolkandSuffolk)",TQ6452385040,Category4(NoImpact),,,516
2021,2009460,08/11/2021,CumbriaandLancashire,NY3664160858,Category4(NoImpact),CumbriaCounty,CarlisleDistrict,517
2021,2009499,08/11/2021,Yorkshire,SE2247534766,Category4(NoImpact),,LeedsDistrict,518
2021,2010415,11/11/2021,EastAnglia(CambridgeshireandBedfordshire),TL2114069325,Category4(NoImpact),CambridgeshireCounty,HuntingdonshireDistrict,519
2021,2010687,13/11/2021,"Kent,SouthLondonandEastSussex",TQ4727546937,Category2(Significant),KentCounty,SevenoaksDistrict,520
2021,2011006,15/11/2021,NorthEast,NZ5426023203,Category4(NoImpact),,,521
2021,2011018,15/11/2021,"GreaterManchester,MerseysideandCheshire",SD7717604601,Category2(Significant),,BoltonDistrict,522
2021,2011201,15/11/2021,Yorkshire,SE2725131769,Category4(NoImpact),,LeedsDistrict,523
2021,2011256,15/11/2021,Wessex,ST6222043691,Category1(Major),SomersetCounty,MendipDistrict,524
2021,2011359,16/11/2021,EastAnglia(CambridgeshireandBedfordshire),TM0694696849,Category1(Major),NorfolkCounty,BrecklandDistrict,525
2021,2011369,16/11/2021,NorthEast,NZ4502341833,Category1(Major),DurhamCounty,EasingtonDistrict,526
2021,2011836,17/11/2021,Wessex,SU0235659984,Category4(NoImpact),WiltshireCounty,KennetDistrict,527
2021,2011918,18/11/2021,Yorkshire,SE1839304487,Category4(NoImpact),,BarnsleyDistrict,528
2021,2012039,18/11/2021,EastAnglia(CambridgeshireandBedfordshire),TL1823739430,Category2(Significant),BedfordshireCounty,MidBedfordshireDistrict,529
2021,2012426,21/11/2021,Wessex,ST6726478113,Category1(Major),,,530
2021,2013041,24/11/2021,DevonandCornwall,SX2408369390,Category2(Significant),CornwallCounty,CaradonDistrict,531
2021,2013250,24/11/2021,Yorkshire,TA0374926059,Category3(Minor),,,532
2021,2013316,25/11/2021,SolentandSouthDowns,TQ1176733087,Category2(Significant),WestSussexCounty,HorshamDistrict,533
2021,2014225,29/11/2021,EastAnglia(CambridgeshireandBedfordshire),TL4542956721,Category2(Significant),CambridgeshireCounty,CambridgeDistrict,534
2021,2014293,29/11/2021,DevonandCornwall,SY0132189643,Category2(Significant),DevonCounty,EastDevonDistrict,535
2021,2014554,01/12/2021,HertfordshireandNorthLondon,TQ4996487753,Category4(NoImpact),,HaveringLondonBorough,536
2021,2014640,01/12/2021,Yorkshire,TA0260129640,Category4(NoImpact),,,537
2021,2014646,01/12/2021,Wessex,SZ0961296055,Category2(Significant),,,538
2021,2014816,02/12/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SJ8285645988,Category4(NoImpact),StaffordshireCounty,Newcastle-under-LymeDistrict,539
2021,2014963,02/12/2021,"WestMidlands(Staffordshire,WarwickshireandWestMidlands)",SK0842949700,Category4(NoImpact),StaffordshireCounty,StaffordshireMoorlandsDistrict,540
2021,2015037,03/12/2021,"WestMidlands(Shropshire,Herefordshire,WorcestershireandGloucestershire)",SO4555562572,Category1(Major),,,541
2021,2015325,04/12/2021,EastMidlands,SK5894607222,Category3(Minor),,,542
2021,2015750,07/12/2021,SolentandSouthDowns,SU6123218224,Category2(Significant),HampshireCounty,WinchesterDistrict,543
2021,2016266,09/12/2021,"GreaterManchester,MerseysideandCheshire",SJ6006975938,Category2(Significant),CheshireCounty,ValeRoyalDistrict,544
2021,2016476,10/12/2021,Yorkshire,SE2247534773,Category4(NoImpact),,LeedsDistrict,545
2021,2016552,11/12/2021,EastMidlands,SK1424973327,Category2(Significant),DerbyshireCounty,DerbyshireDalesDistrict,546
2021,2016923,13/12/2021,Yorkshire,SE1835604487,Category4(NoImpact),,BarnsleyDistrict,547
2021,2017224,14/12/2021,Thames,SU6073189079,Category1(Major),OxfordshireCounty,SouthOxfordshireDistrict,548
2021,2018600,15/12/2021,"Kent,SouthLondonandEastSussex",TQ1126454557,Category4(NoImpact),SurreyCounty,GuildfordDistrict,549
2021,2017504,16/12/2021,EastAnglia(CambridgeshireandBedfordshire),TL4460650913,Category2(Significant),CambridgeshireCounty,SouthCambridgeshireDistrict,550
2021,2017573,16/12/2021,EastMidlands,SK5572403009,Category2(Significant),,,551
2021,2017796,16/12/2021,HertfordshireandNorthLondon,TQ4584896511,Category3(Minor),EssexCounty,EppingForestDistrict,552
2021,2018486,20/12/2021,DevonandCornwall,ST0852111388,Category2(Significant),DevonCounty,MidDevonDistrict,553
2021,2018766,21/12/2021,DevonandCornwall,ST0119111886,Category2(Significant),DevonCounty,MidDevonDistrict,554
2021,2018818,21/12/2021,"EastAnglia(Essex,NorfolkandSuffolk)",TL7449308436,Category2(Significant),EssexCounty,ChelmsfordDistrict,555
2021,2018884,21/12/2021,Wessex,ST8643169126,Category2(Significant),WiltshireCounty,NorthWiltshireDistrict,556
2021,2019018,22/12/2021,DevonandCornwall,ST3545407788,Category2(Significant),SomersetCounty,SouthSomersetDistrict,557
2021,2019146,22/12/2021,SolentandSouthDowns,SU8834002256,Category2(Significant),WestSussexCounty,ChichesterDistrict,558
2021,2019727,27/12/2021,NorthEast,NZ1252750800,Category2(Significant),DurhamCounty,DerwentsideDistrict,559
2021,2019985,29/12/2021,Yorkshire,SK4150882682,Category2(Significant),,SheffieldDistrict,560
2021,2020443,31/12/2021,Thames,SP3474508545,Category2(Significant),OxfordshireCounty,WestOxfordshireDistrict,561
